#Organism/Name,TaxID,BioProject Accession,BioProject ID,Group,SubGroup,Size (Kb),GC%,Host,Segmemts,Genes,Proteins,Release Date,Modify Date,Status
Cyanophage SS120-1,616674,PRJNA42183,42183,"dsDNA viruses, no RNA stage",unclassified,46.997,40.5,bacteria, Unknown:NC_020872.1/HQ316584.1,53,52,2013/03/10,2013/03/30,Complete Genome
Acidianus spindle-shaped virus 1,693629,PRJNA42351,42351,"dsDNA viruses, no RNA stage",Fuselloviridae,24.186,37.7,archaea, Unknown:NC_013585.1/FJ870917.1,38,38,2009/11/25,2010/03/29,Complete Genome
Sulfolobus spindle-shaped virus 6,693627,PRJNA42355,42355,"dsDNA viruses, no RNA stage",Fuselloviridae,15.684,38.2,archaea, Unknown:NC_013587.1/FJ870915.1,33,33,2009/11/25,2010/07/08,Complete Genome
Sulfolobus spindle-shaped virus 7,693628,PRJNA42357,42357,"dsDNA viruses, no RNA stage",Fuselloviridae,17.602,39,archaea, Unknown:NC_013588.1/FJ870916.1,33,33,2009/11/25,2010/07/08,Complete Genome
Felid alphaherpesvirus 1,10334,PRJNA42429,42429,"dsDNA viruses, no RNA stage",Herpesviridae,135.797,45.8,vertebrates, Unknown:NC_013590.2/FJ478159.2,77,77,2009/11/30,2010/05/04,Complete Genome
Cotton leaf curl Gezira alphasatellite,679536,PRJNA42507,42507,Satellites,unclassified,1.387,42,plants, Unknown:NC_013593.1/FN554580.1,1,1,2009/11/29,2011/02/05,Complete Genome
Escherichia phage D108,665033,PRJNA42515,42515,"dsDNA viruses, no RNA stage",Myoviridae,37.235,51.8,bacteria, Unknown:NC_013594.1/GQ357916.1,57,57,2009/09/15,2010/06/29,Complete Genome
Streptococcus phage Alq132,682370,PRJNA42593,42593,"dsDNA viruses, no RNA stage",Siphoviridae,35.525,39.4,bacteria, Unknown:NC_013598.1/FJ226752.1,44,44,2009/10/06,2010/01/07,Complete Genome
Xylella phage Xfas53,670252,PRJNA42595,42595,"dsDNA viruses, no RNA stage",Podoviridae,36.674,56.8,bacteria, Unknown:NC_013599.1/GQ421471.1,45,45,2009/09/07,2010/01/08,Complete Genome
Sodalis phage SO1,673375,PRJNA42597,42597,"dsDNA viruses, no RNA stage",Siphoviridae,45.169,54.6,bacteria, Unknown:NC_013600.1/GQ502199.1,59,59,2009/09/22,2011/09/02,Complete Genome
Pseudomonas phage phi-2,693582,PRJNA42717,42717,"dsDNA viruses, no RNA stage",Podoviridae,43.144,58.9,bacteria, Unknown:NC_013638.1/FN594518.1,43,43,2009/12/10,2011/01/06,Complete Genome
Tomato leaf curl Cameroon virus - [Cameroon:Buea:Okra:2008],693895,PRJNA42743,42743,ssDNA viruses,Geminiviridae,2.808,42.2,plants, Unknown:NC_013639.1/FM210278.1,7,9,2009/03/09,2009/12/18,Complete Genome
Sweet potato leaf curl Bengal virus - [India:West Bengal:2008],693893,PRJNA42745,42745,ssDNA viruses,Geminiviridae,2.823,44.5,plants, Unknown:NC_013640.2/FN432356.2,6,6,2009/09/17,2011/03/10,Complete Genome
Tomato yellow leaf curl Thailand betasatellite,693897,PRJNA14450,14450,Satellites,Tolecusatellitidae,1.337,37.3,plants, Unknown:NC_004903.1/AJ566746.1,1,1,2003/06/17,2013/08/14,Complete Genome
Klebsiella phage KP32,674082,PRJNA42779,42779,"dsDNA viruses, no RNA stage",Podoviridae,41.119,52.4,bacteria, Unknown:NC_013647.1/GQ413937.1,44,44,2009/11/10,2010/05/26,Complete Genome
Klebsiella phage KP34,674081,PRJNA42781,42781,"dsDNA viruses, no RNA stage",Podoviridae,43.809,54.1,bacteria, Unknown:NC_013649.2/GQ413938.2,57,57,2009/11/10,2011/04/28,Complete Genome
Mycobacterium phage ET08,663554,PRJNA42783,42783,"dsDNA viruses, no RNA stage",Myoviridae,155.445,64.6,bacteria, Unknown:NC_013650.1/GQ303260.1,253,218,2009/09/10,2011/08/11,Complete Genome
Vibrio phage N4,644563,PRJNA42785,42785,"dsDNA viruses, no RNA stage",Podoviridae,38.497,42.8,bacteria, Unknown:NC_013651.1/FJ409640.1,47,47,2009/10/31,2012/05/17,Complete Genome
Enterococcus phage phiFL3A,673837,PRJNA42787,42787,"dsDNA viruses, no RNA stage",Siphoviridae,39.576,34.5,bacteria, Unknown:NC_013648.1/GQ478086.1,64,64,2009/12/08,2010/02/17,Complete Genome
Enterococcus phage phiFL1A,673832,PRJNA42789,42789,"dsDNA viruses, no RNA stage",Siphoviridae,38.764,34,bacteria, Unknown:NC_013646.1/GQ478081.1,61,61,2009/12/08,2010/02/17,Complete Genome
Streptococcus phage Abc2,633135,PRJNA42791,42791,"dsDNA viruses, no RNA stage",Siphoviridae,34.882,39,bacteria, Unknown:NC_013645.1/FJ236310.1,48,48,2009/10/06,2010/01/07,Complete Genome
Enterococcus phage phiFL4A,673839,PRJNA42793,42793,"dsDNA viruses, no RNA stage",Siphoviridae,37.856,37.8,bacteria, Unknown:NC_013644.1/GQ478088.1,55,55,2009/12/08,2010/02/17,Complete Genome
Enterococcus phage phiFL2A,673835,PRJNA42795,42795,"dsDNA viruses, no RNA stage",Siphoviridae,36.27,34.6,bacteria, Unknown:NC_013643.1/GQ478084.1,63,63,2009/12/08,2010/02/17,Complete Genome
Anguillid herpesvirus 1,150286,PRJNA42931,42931,"dsDNA viruses, no RNA stage",Alloherpesviridae,248.526,53,vertebrates, Unknown:NC_013668.3/FJ940765.3,133,134,2009/12/21,2012/05/22,Complete Genome
Shigella phage Ag3,637730,PRJNA42937,42937,"dsDNA viruses, no RNA stage",Myoviridae,158.006,50.4,bacteria, Unknown:NC_013693.1/FJ373894.1,220,216,2009/09/23,2011/07/18,Complete Genome
Mycobacterium phage Peaches,663557,PRJNA42939,42939,"dsDNA viruses, no RNA stage",Siphoviridae,51.376,63.9,bacteria, Unknown:NC_013694.1/GQ303263.1,86,86,2009/09/10,2011/08/11,Complete Genome
Deftia phage phiW-14,665032,PRJNA42945,42945,"dsDNA viruses, no RNA stage",Myoviridae,157.486,56.3,bacteria, Unknown:NC_013697.1/GQ357915.1,238,236,2009/09/09,2010/01/08,Complete Genome
Clavibacter phage CMP1,686439,PRJNA42947,42947,"dsDNA viruses, no RNA stage",Siphoviridae,58.652,57,bacteria, Unknown:NC_013698.1/GQ241246.1,74,74,2009/11/03,2010/12/08,Complete Genome
Pseudomonas phage LIT1,655098,PRJNA42949,42949,"dsDNA viruses, no RNA stage",Podoviridae,72.544,55,bacteria, Unknown:NC_013692.1/FN422399.1,90,90,2009/09/22,2011/01/25,Complete Genome
Pseudomonas phage LUZ7,655097,PRJNA42951,42951,"dsDNA viruses, no RNA stage",Podoviridae,74.901,53.2,bacteria, Unknown:NC_013691.1/FN422398.1,115,115,2009/09/22,2011/01/25,Complete Genome
Marseillevirus marseillevirus,694581,PRJNA43573,43573,"dsDNA viruses, no RNA stage",Marseilleviridae,368.454,44.7,protozoa, Unknown:NC_013756.1/GU071086.1,457,428,2010/01/09,2014/06/20,Complete Genome
Haloarcula hispanica pleomorphic virus 1,710112,PRJNA43589,43589,Other,Pleolipoviridae,8.082,55.8,archaea, Unknown:NC_013758.1/GU321093.1,8,8,2010/01/25,2010/01/27,Complete Genome
Pseudaletia unipuncta granulovirus,36355,PRJNA43731,43731,"dsDNA viruses, no RNA stage",Baculoviridae,176.677,39.8,invertebrates, Unknown:NC_013772.1/EU678671.1,183,183,2008/10/31,2010/02/01,Complete Genome
Porcine circovirus type 1/2a,720569,PRJNA45807,45807,ssDNA viruses,Circoviridae,1.767,49.1,vertebrates, Unknown:NC_013774.1/FJ655418.1,2,2,2009/12/31,2011/02/03,Complete Genome
California sea lion polyomavirus 1,715223,PRJNA45909,45909,"dsDNA viruses, no RNA stage",Polyomaviridae,5.112,42.7,vertebrates, Unknown:NC_013796.1/GQ331138.1,6,6,2010/02/07,2013/04/09,Complete Genome
Pieris rapae granulovirus,252584,PRJNA45911,45911,"dsDNA viruses, no RNA stage",Baculoviridae,108.592,33.2,invertebrates, Unknown:NC_013797.1/GQ884143.1,120,120,2009/12/31,2012/08/14,Complete Genome
Croton yellow vein mosaic alphasatellite,713089,PRJNA45931,45931,Satellites,unclassified,1.347,40,plants, Unknown:NC_013801.1/FN658711.1,1,1,2010/02/08,2012/07/20,Complete Genome
Cotton leaf curl Burewala betasatellite,713092,PRJNA45933,45933,Satellites,Tolecusatellitidae,1.354,40.5,plants, Unknown:NC_013802.1/FN658722.1,1,1,2010/02/08,2012/07/20,Complete Genome
Cotton leaf curl Burewala alphasatellite,713091,PRJNA45935,45935,Satellites,unclassified,1.366,42.3,plants, Unknown:NC_013803.1/FN658727.1,1,1,2010/02/08,2012/07/20,Complete Genome
Pseudocowpox virus,129726,PRJNA45973,45973,"dsDNA viruses, no RNA stage",Poxviridae,145.289,65,vertebrates, Unknown:NC_013804.1/GQ329670.1,134,134,2010/02/16,2011/03/09,Complete Genome
Olive latent virus 3,626962,PRJNA46223,46223,ssRNA viruses,Tymoviridae,7.148,56.2,"invertebrates, plants", Unknown:NC_013920.1/FJ444852.2,4,4,2009/06/01,2010/08/10,Complete Genome
Mycobacterium virus Ardmore,685506,PRJNA46607,46607,"dsDNA viruses, no RNA stage",Siphoviridae,52.141,61.5,bacteria, Unknown:NC_013936.1/GU060500.1,87,87,2010/03/14,2010/03/16,Complete Genome
Lymantria xylina MNPV,745177,PRJNA46671,46671,"dsDNA viruses, no RNA stage",Baculoviridae,156.344,53.5,invertebrates, Unknown:NC_013953.1/GQ202541.1,157,157,2010/03/20,2010/03/29,Complete Genome
Phlebiopsis gigantea mycovirus dsRNA 1,349681,PRJNA46855,46855,dsRNA viruses,Totiviridae,11.563,57,protozoa, Unknown:NC_013999.1/AM111096.3,1,2,2007/10/11,2011/10/26,Complete Genome
Klebsiella phage KP15,707757,PRJNA47333,47333,"dsDNA viruses, no RNA stage",Myoviridae,174.436,41.8,bacteria, Unknown:NC_014036.1/GU295964.1,257,258,2010/04/05,2016/09/27,Complete Genome
Sulfitobacter phage pCB2047-C,754043,PRJNA47511,47511,"dsDNA viruses, no RNA stage",unclassified,40.931,59,bacteria, Unknown:NC_020856.2/HQ317384.2,73,73,2013/03/16,2014/07/08,Complete Genome
Sulfitobacter phage pCB2047-A,754045,PRJNA47513,47513,"dsDNA viruses, no RNA stage",unclassified,40.929,58.8,bacteria, Unknown:NC_020858.2/HQ332142.2,72,72,2013/03/24,2014/07/08,Complete Genome
Sulfitobacter phage phiCB2047-B,754046,PRJNA47515,47515,"dsDNA viruses, no RNA stage",Podoviridae,74.485,43,bacteria, Unknown:NC_020862.2/HQ317387.2,92,75,2013/03/17,2014/08/06,Complete Genome
Psychrobacter phage pOW20-A,754048,PRJNA47519,47519,"dsDNA viruses, no RNA stage",Myoviridae,40.803,44.1,bacteria, Unknown:NC_020841.1/JF974295.1,71,71,2013/03/25,2013/03/30,Complete Genome
Loktanella phage pCB2051-A,754044,PRJNA47541,47541,"dsDNA viruses, no RNA stage",unclassified,56.958,55,bacteria, Unknown:NC_020853.1/HQ632859.1,77,76,2013/03/24,2013/03/30,Complete Genome
Vibrio phage pYD21-A,754049,PRJNA47543,47543,"dsDNA viruses, no RNA stage",Siphoviridae,46.917,43.9,bacteria, Unknown:NC_020846.1/JF974287.1,75,74,2013/03/19,2013/03/30,Complete Genome
Vibrio phage pYD38-A,754051,PRJNA47547,47547,"dsDNA viruses, no RNA stage",unclassified,47.552,47.3,bacteria, Unknown:NC_021534.1/JF974312.1,80,77,2013/06/10,2013/07/07,Complete Genome
Pseudoalteromonas phage pYD6-A,754052,PRJNA47549,47549,"dsDNA viruses, no RNA stage",Podoviridae,76.802,38.7,bacteria, Unknown:NC_020849.1/JF974296.1,101,99,2013/03/25,2013/03/30,Complete Genome
Paenibacillus phage PG1,754053,PRJNA47551,47551,"dsDNA viruses, no RNA stage",Siphoviridae,37.644,42.4,bacteria, Unknown:NC_021558.1/HQ332138.1,70,67,2013/06/10,2013/07/07,Complete Genome
Rhizobium phage RR1-A,929833,PRJNA47553,47553,"dsDNA viruses, no RNA stage",Myoviridae,53.102,57.2,bacteria, Unknown:NC_021560.1/JF974314.1,69,68,2013/06/10,2013/07/14,Complete Genome
Rhodobacter phage RC1,754055,PRJNA47555,47555,"dsDNA viruses, no RNA stage",Siphoviridae,39.573,62.3,bacteria, Unknown:NC_020839.1/JF974308.1,56,56,2013/03/25,2013/03/30,Complete Genome
Rhodovulum phage RS1,754056,PRJNA47557,47557,"dsDNA viruses, no RNA stage",Siphoviridae,40.231,62.1,bacteria, Unknown:NC_020866.1/JF974307.1,57,56,2013/03/25,2013/03/30,Complete Genome
Vibrio phage PWH3a-P1,754058,PRJNA47561,47561,"dsDNA viruses, no RNA stage",unclassified,129.155,35.5,bacteria, Unknown:NC_020863.1/HQ634156.1,210,209,2013/03/24,2013/03/30,Complete Genome
Synechococcus phage S-CBP4,754059,PRJNA266792,266792,"dsDNA viruses, no RNA stage",Podoviridae,44.147,44.4,bacteria, Unknown:NC_025464.1/KC310804.1,49,46,2014/10/24,2015/12/03,Complete Genome
Synechococcus phage S-CBP42,461711,PRJNA307875,307875,"dsDNA viruses, no RNA stage",Podoviridae,45.218,54.6,bacteria, Unknown:NC_029031.1/KC310805.1,57,51,2014/10/24,2016/01/05,Complete Genome
Micromonas pusilla virus 12T,755272,PRJNA47583,47583,"dsDNA viruses, no RNA stage",unclassified,205.622,39.8,algae, Unknown:NC_020864.1/HQ632826.1,265,253,2013/03/24,2013/03/30,Complete Genome
Ostreococcus lucimarinus virus OlV5,754064,PRJNA47611,47611,"dsDNA viruses, no RNA stage",unclassified,186.468,41.6,algae, Unknown:NC_020852.1/HQ632827.1,263,251,2013/03/24,2013/03/30,Complete Genome
Synechococcus phage S-CAM1,754037,PRJNA47615,47615,"dsDNA viruses, no RNA stage",Myoviridae,198.013,43,bacteria, Unknown:NC_020837.1/HQ634177.1,241,231,2013/03/23,2013/03/30,Complete Genome
Halorubrum phage CGphi46,754066,PRJNA47629,47629,"dsDNA viruses, no RNA stage",unclassified,39.784,65.1,bacteria, Unknown:NC_021537.1/HQ332141.1,55,55,2013/06/10,2013/07/07,Complete Genome
Salicola phage CGphi29,754067,PRJNA47631,47631,"dsDNA viruses, no RNA stage",unclassified,40.695,56.4,bacteria, Unknown:NC_020844.1/HQ634153.1,64,64,2013/03/24,2013/03/30,Complete Genome
Synechococcus phage S-RIP2,754040,PRJNA47635,47635,"dsDNA viruses, no RNA stage",Podoviridae,45.728,47.3,bacteria, Unknown:NC_020838.1/HQ317389.1,57,54,2013/03/16,2013/03/30,Complete Genome
Synechococcus phage S-RIP1,754041,PRJNA47637,47637,"dsDNA viruses, no RNA stage",Podoviridae,44.892,42.9,bacteria, Unknown:NC_020867.1/HQ317388.1,61,55,2013/03/16,2013/03/30,Complete Genome
Synechococcus phage S-IOM18,754039,PRJNA47645,47645,"dsDNA viruses, no RNA stage",Myoviridae,171.797,40.6,bacteria, Unknown:NC_021536.1/HQ317383.1,219,209,2013/06/10,2013/07/07,Complete Genome
Synechococcus phage S-SKS1,754042,PRJNA47647,47647,"dsDNA viruses, no RNA stage",Siphoviridae,208.007,36,bacteria, Unknown:NC_020851.1/HQ633071.1,302,281,2013/03/24,2013/03/30,Complete Genome
Dunaliella viridis virus SI2,754069,PRJNA47665,47665,"dsDNA viruses, no RNA stage",unclassified,37.328,62.7,algae, Unknown:NC_023841.1/HQ332136.1,51,51,2013/03/19,2014/03/28,Complete Genome
Tetraselmis viridis virus S20,754070,PRJNA47667,47667,"dsDNA viruses, no RNA stage",unclassified,38.987,61.2,algae, Unknown:NC_020840.1/HQ632857.1,55,55,2013/03/24,2016/03/28,Complete Genome
Prochlorococcus phage P-SSM3,536453,PRJNA47671,47671,"dsDNA viruses, no RNA stage",Myoviridae,179.063,36.7,bacteria, Unknown:NC_021559.1/HQ337021.1,223,214,2013/06/05,2013/06/21,Complete Genome
Vibrio phage VBP32,754072,PRJNA47675,47675,"dsDNA viruses, no RNA stage",Podoviridae,76.718,42.5,bacteria, Unknown:NC_020868.1/HQ634196.1,117,115,2013/03/25,2013/03/30,Complete Genome
Vibrio phage VBP47,754073,PRJNA47677,47677,"dsDNA viruses, no RNA stage",Podoviridae,76.705,42.5,bacteria, Unknown:NC_020848.1/HQ634194.1,117,115,2013/03/25,2013/03/30,Complete Genome
Vibrio phage VBM1,754074,PRJNA47679,47679,"dsDNA viruses, no RNA stage",unclassified,38.374,42.3,bacteria, Unknown:NC_020850.1/HQ317386.1,56,56,2013/03/17,2013/03/30,Complete Genome
Vibrio phage 11895-B1,754075,PRJNA47681,47681,"dsDNA viruses, no RNA stage",Myoviridae,126.434,35.5,bacteria, Unknown:NC_020843.1/HQ634157.1,199,196,2013/03/24,2013/03/30,Complete Genome
Sugarcane streak mosaic virus,53954,PRJNA47861,47861,ssRNA viruses,Potyviridae,9.782,43.2,plants, Unknown:NC_014037.1/GQ388116.1,2,2,2010/04/09,2015/02/10,Complete Genome
Synechococcus phage S-CBP3,756276,PRJNA266791,266791,"dsDNA viruses, no RNA stage",unclassified,45.871,46.9,bacteria, Unknown:NC_025461.1/KC310803.1,55,53,2014/10/24,2015/12/03,Complete Genome
Synechococcus phage S-CBP2,756277,PRJNA266790,266790,"dsDNA viruses, no RNA stage",unclassified,46.237,55,bacteria, Unknown:NC_025455.1/KC310806.1,53,53,2014/10/24,2015/12/03,Complete Genome
Synechococcus phage S-CBS4,756275,PRJNA82651,82651,"dsDNA viruses, no RNA stage",Siphoviridae,69.42,50.8,bacteria, Unknown:NC_016766.1/HQ698895.1,105,105,2012/01/15,2012/02/09,Complete Genome
Prochlorococcus phage P-SSP3,382273,PRJNA47875,47875,"dsDNA viruses, no RNA stage",unclassified,46.198,37.9,bacteria, Unknown:NC_020874.1/HQ332137.1,56,53,2013/03/10,2013/03/30,Complete Genome
Prochlorococcus phage P-GSP1,382262,PRJNA47879,47879,"dsDNA viruses, no RNA stage",unclassified,44.945,39.6,bacteria, Unknown:NC_020878.1/HQ332140.1,53,49,2013/03/10,2013/03/30,Complete Genome
Tetraselmis viridis virus S1,756285,PRJNA47887,47887,"dsDNA viruses, no RNA stage",unclassified,26.407,54,bacteria, Unknown:NC_020869.1/HQ332143.1,24,24,2013/03/24,2013/03/30,Complete Genome
Cellulophaga phage phiSM,756280,PRJNA47891,47891,"dsDNA viruses, no RNA stage",Myoviridae,44.557,33.9,bacteria, Unknown:NC_020860.1/HQ317392.1,59,59,2013/03/17,2013/03/30,Complete Genome
Cellulophaga phage phiST,756282,PRJNA47893,47893,"dsDNA viruses, no RNA stage",Siphoviridae,79.114,30.2,bacteria, Unknown:NC_020842.1/HQ634192.1,105,104,2013/03/25,2013/03/30,Complete Genome
Sunflower chlorotic mottle virus,129732,PRJNA47931,47931,ssRNA viruses,Potyviridae,9.965,40.7,plants, Unknown:NC_014038.1/GU181199.1,2,2,2010/04/20,2015/02/10,Complete Genome
Okra yellow mosaic Mexico virus,327280,PRJNA48103,48103,ssDNA viruses,Geminiviridae,5.194,46.2046,plants, DNA A:NC_014066.1/DQ022611.1;  DNA B:NC_014067.1/GU972604.1,7,7,2005/05/10,2010/05/12,Complete Genome
Torque teno mini virus 8,687376,PRJNA48135,48135,ssDNA viruses,Anelloviridae,2.91,37.8,"vertebrates, human", Unknown:NC_014068.1/AF291073.1,2,2,2001/10/05,2010/04/29,Complete Genome
Torque teno virus 4,687343,PRJNA48137,48137,ssDNA viruses,Anelloviridae,3.69,53.6,"vertebrates, human", Unknown:NC_014069.1/AB041957.1,2,2,2000/12/14,2010/04/29,Complete Genome
Torque teno sus virus 1a,687386,PRJNA48139,48139,ssDNA viruses,Anelloviridae,2.878,51.6,"vertebrates, human", Unknown:NC_014070.1/AB076001.1,3,3,2002/04/18,2015/05/12,Complete Genome
Torque teno canis virus,687385,PRJNA48141,48141,ssDNA viruses,Anelloviridae,2.797,54.6,"vertebrates, human", Unknown:NC_014071.1/AB076002.1,3,3,2002/04/18,2010/04/29,Complete Genome
Torque teno felis virus,687384,PRJNA48143,48143,ssDNA viruses,Anelloviridae,2.064,54,"vertebrates, human", Unknown:NC_014072.1/AB076003.1,3,3,2002/04/18,2016/08/01,Complete Genome
Torque teno virus 28,687367,PRJNA48145,48145,ssDNA viruses,Anelloviridae,3.629,51.7,"vertebrates, human", Unknown:NC_014073.1/AB064598.1,4,4,2001/12/15,2010/04/29,Complete Genome
Torque teno virus 27,687366,PRJNA48147,48147,ssDNA viruses,Anelloviridae,3.729,53.4,"vertebrates, human", Unknown:NC_014074.1/AB064595.1,4,4,2001/12/15,2010/04/29,Complete Genome
Torque teno virus 12,687351,PRJNA48149,48149,ssDNA viruses,Anelloviridae,3.759,50.8,"vertebrates, human", Unknown:NC_014075.1/AB064605.1,4,4,2001/12/15,2010/04/29,Complete Genome
Torque teno virus 10,687349,PRJNA48151,48151,ssDNA viruses,Anelloviridae,3.77,51.2,"vertebrates, human", Unknown:NC_014076.1/AB064607.1,4,4,2001/12/15,2010/04/29,Complete Genome
Torque teno virus 14,687353,PRJNA48153,48153,ssDNA viruses,Anelloviridae,3.899,56.2,"vertebrates, human", Unknown:NC_014077.1/AB037926.1,2,2,2000/12/06,2010/04/29,Complete Genome
Torque teno virus 19,687358,PRJNA48155,48155,ssDNA viruses,Anelloviridae,3.808,53.8,"vertebrates, human", Unknown:NC_014078.1/AB025946.2,2,2,1999/07/03,2010/04/29,Complete Genome
Torque teno virus 26,687365,PRJNA48157,48157,ssDNA viruses,Anelloviridae,3.798,56.9,"vertebrates, human", Unknown:NC_014079.1/AB041958.2,3,3,2000/12/14,2010/04/29,Complete Genome
Torque teno virus 7,687346,PRJNA48159,48159,ssDNA viruses,Anelloviridae,3.736,48.4,"vertebrates, human", Unknown:NC_014080.1/AF261761.1,3,3,2000/07/12,2010/04/29,Complete Genome
Torque teno virus 3,687342,PRJNA48161,48161,ssDNA viruses,Anelloviridae,3.748,51.4,"vertebrates, human", Unknown:NC_014081.1/AY666122.2,6,6,2004/08/25,2010/04/29,Complete Genome
Torque teno mini virus 7,687375,PRJNA48163,48163,ssDNA viruses,Anelloviridae,2.952,36.2,"vertebrates, human", Unknown:NC_014082.1/AB038627.1,2,2,2000/04/04,2010/04/29,Complete Genome
Torque teno virus 25,687364,PRJNA48165,48165,ssDNA viruses,Anelloviridae,3.763,53.8,"vertebrates, human", Unknown:NC_014083.1/AB041959.1,3,3,2000/12/14,2010/04/29,Complete Genome
Torque teno virus 8,687347,PRJNA48167,48167,ssDNA viruses,Anelloviridae,3.79,50.9,"vertebrates, human", Unknown:NC_014084.1/AB054647.1,4,4,2001/07/03,2010/04/29,Complete Genome
Torque teno tamarin virus,687382,PRJNA48169,48169,ssDNA viruses,Anelloviridae,3.371,52.8,"vertebrates, human", Unknown:NC_014085.1/AB041960.1,4,4,2000/12/14,2010/04/29,Complete Genome
Torque teno mini virus 2,687370,PRJNA48171,48171,ssDNA viruses,Anelloviridae,2.765,39.4,"vertebrates, human", Unknown:NC_014086.1/AB038629.1,3,3,2000/04/04,2010/04/29,Complete Genome
Torque teno douroucouli virus,687383,PRJNA48173,48173,ssDNA viruses,Anelloviridae,3.718,60.3,"vertebrates, human", Unknown:NC_014087.1/AB041961.1,3,3,2000/12/14,2010/04/29,Complete Genome
Torque teno mini virus 3,687371,PRJNA48175,48175,ssDNA viruses,Anelloviridae,2.897,38,"vertebrates, human", Unknown:NC_014088.1/AB038630.1,3,3,2000/04/04,2010/04/30,Complete Genome
Torque teno mini virus 5,687373,PRJNA48177,48177,ssDNA viruses,Anelloviridae,2.908,37.1,"vertebrates, human", Unknown:NC_014089.1/AB041962.1,3,3,2000/12/14,2010/04/30,Complete Genome
Torque teno mini virus 4,687372,PRJNA48179,48179,ssDNA viruses,Anelloviridae,2.785,39.9,"vertebrates, human", Unknown:NC_014090.1/AB041963.1,2,2,2000/12/14,2010/04/30,Complete Genome
Torque teno virus 16,687355,PRJNA48181,48181,ssDNA viruses,Anelloviridae,3.818,51.1,"vertebrates, human", Unknown:NC_014091.1/AB017613.1,2,2,1999/07/14,2010/04/30,Complete Genome
Torque teno midi virus 2,687380,PRJNA48185,48185,ssDNA viruses,Anelloviridae,3.253,42.9,"vertebrates, human", Unknown:NC_014093.1/AB290919.1,4,4,2007/03/23,2010/04/30,Complete Genome
Torque teno virus 6,687345,PRJNA48187,48187,ssDNA viruses,Anelloviridae,3.705,50,"vertebrates, human", Unknown:NC_014094.1/AF435014.1,4,4,2001/11/07,2010/04/30,Complete Genome
